No,SPECODE,Local-Name,SPECIES-GROUP,ROY_CLASS,COMM-Gr,Dip/NonDip
368,SROL,SROL SAR,7,SECOND,Commercial,Non-Dip
369,SWPR,SVAY PREY,6,UNKN,NonCommercial,Non-Dip
370,SYCR,SVAY CHAM REANG,7,SECOND,Commercial,Dip
371,TAUR,TAOUR,6,SECOND,NonCommercial,Non-Dip
372,TEPI,TEP PHIROU,7,THIRD,Commercial,Non-Dip
373,THNR,THNONG KROHORM,3,FIRST,Commercial,Non-Dip
374,THNS,THNONG SOR,5,FIRST,NonCommercial,Non-Dip
375,TRTM,TRORP TOM,5,LUX,Commercial,Non-Dip
376,TRYG,TROR YING,2,THIRD,NonCommercial,Dip
377,TTRV,TATRAV,1,FIRST,NonCommercial,Dip
378,ANKN,ANGKANH,3,NONCLASS,Commercial,Dip
379,ANKT,ANGKAT TMAAT,2,UNKN,Commercial,Dip
380,ANOM,ANGKRANG PHNOM,6,SECOND,NonCommercial,Dip
381,ATNG,ATEANG/ROTEANG,2,LUX,NonCommercial,Non-Dip
382,BADM,BAK DERM,6,LUX,Commercial,Dip
383,BAKG,BANGKANG,2,THIRD,NonCommercial,Dip
384,BDNG,BAKDORNG,1,UNKN,Commercial,Dip
385,BELY,BELOY,1,FIRST,Commercial,Non-Dip
386,BKSV,BANGKEOU SVA,4,FIRST,NonCommercial,Dip
387,BNKO,BAG KHEOU,4,FIRST,Commercial,Non-Dip
388,BYPV,BAY POU VAING,1,NONCLASS,NonCommercial,Non-Dip
389,CASA,KHCHOENG,3,LUX,NonCommercial,Non-Dip
390,CCHB,CHOEUNG CHAB,6,SECOND,NonCommercial,Non-Dip
391,CHMK,CHAMRIEK,1,UNKN,NonCommercial,Dip
392,CHNY,CHORNY,5,NONCLASS,Commercial,Dip
393,CHPL,CHHOE PHLOEUNG,4,THIRD,NonCommercial,Dip
394,CHRK,CHRAKENG,5,SECOND,Commercial,Dip
395,CHRM,CHANG KONG ROMEANG,1,FIRST,NonCommercial,Dip
396,CHRS,CHREIS,4,UNKN,Commercial,Dip
397,CHUT,CHORNG UOR THMAT,3,FIRST,Commercial,Dip
398,CKTM,CHEK TUM,6,NONCLASS,NonCommercial,Non-Dip
399,CREY,CHREY,4,THIRD,NonCommercial,Dip
400,DKOR,DONGKOR,2,SECOND,NonCommercial,Dip
401,DOKM,DOK MEY,1,FIRST,NonCommercial,Dip
402,HISN,HAISANH/NGAYSANG/CHANSAR,5,UNKN,Commercial,Dip
403,KAOM,KANGSENGPHNOM,3,SECOND,Commercial,Non-Dip
404,KCAS,KCHAS,5,LUX,Commercial,Non-Dip
405,KDAG,KANN DEANG,7,NONCLASS,NonCommercial,Dip
406,KDCH,KDURCH,4,NONCLASS,Commercial,Non-Dip
407,KDOL,KDOL,1,NONCLASS,NonCommercial,Dip
408,KES,KES,5,NONCLASS,NonCommercial,Non-Dip
409,KKCM,KONG KANGCHHMOL,4,FIRST,Commercial,Dip
410,KKGN,KONG KANGNHY,3,THIRD,Commercial,Non-Dip
411,KKOM,KONG KANGPHNOM,5,FIRST,NonCommercial,Dip
412,KNDL,KANNDOL,5,UNKN,NonCommercial,Non-Dip
413,KNPR,KHNOR PREY,2,SECOND,Commercial,Dip
414,KRAG,KRANG,7,SECOND,NonCommercial,Non-Dip
415,KRAS,KREAS,4,THIRD,NonCommercial,Dip
416,KRBO,KRORBAO,5,UNKN,NonCommercial,Non-Dip
417,KRLA,KRORLANH,3,SECOND,Commercial,Dip
418,KRON,KRONG,7,SECOND,NonCommercial,Dip
419,KTOM,KHTOM,3,LUX,NonCommercial,Dip
420,KWAV,KHVAO,1,LUX,NonCommercial,Dip
421,LGNG,LO NGIENG,3,NONCLASS,Commercial,Non-Dip
422,MAKG,MAK BREING,6,SECOND,Commercial,Non-Dip
423,MAKP,MAK PRANG,7,NONCLASS,NonCommercial,Dip
424,MAKU,MAK KLOEU,1,FIRST,NonCommercial,Non-Dip
425,MNPR,MEAN PREY,5,LUX,Commercial,Dip
426,NENS,NEANG SAR,6,NONCLASS,NonCommercial,Non-Dip
427,PANG,PANG,7,THIRD,Commercial,Dip
428,PHNV,PHNHEAV,6,THIRD,NonCommercial,Dip
429,PHON,PHAONG,1,UNKN,Commercial,Non-Dip
430,PHUT,PROR HOUT,1,NONCLASS,NonCommercial,Dip
431,PLON,PLONG,4,FIRST,NonCommercial,Non-Dip
432,PNAG,PHNEANG,5,LUX,Commercial,Dip
433,PNGS,PHNGEAS,6,LUX,Commercial,Dip
434,POBY,POPUOL BAY,7,UNKN,NonCommercial,Non-Dip
435,POCV,PON SVAR,1,SECOND,NonCommercial,Dip
436,POKH,POPEA KHE,4,FIRST,NonCommercial,Dip
437,PONR,PONG RO,6,FIRST,NonCommercial,Non-Dip
438,PPTH,POPULTHMOR,5,UNKN,Commercial,Non-Dip
439,PPUL,PHNEL/POPOUL,5,SECOND,Commercial,Non-Dip
440,PRPN,PREAS PHNOV/SOMBOK KROHOM,5,UNKN,Commercial,Non-Dip
441,PRUS,PROUS,6,FIRST,NonCommercial,Dip
442,PYPK,PHKAI PROEK,5,FIRST,NonCommercial,Dip
443,RAIT,RAING TOEK,7,FIRST,NonCommercial,Non-Dip
444,ROKA,ROKA,6,THIRD,NonCommercial,Dip
445,RUNG,ROUNG,2,FIRST,NonCommercial,Non-Dip
446,SABL,SAMBOUR LOVENG,4,UNKN,Commercial,Dip
447,SARG,SAM RONG,7,FIRST,Commercial,Non-Dip
448,SBMS,SAMBOUR MEAS,7,NONCLASS,NonCommercial,Dip
449,SDAV,SDAV,7,SECOND,Commercial,Non-Dip
450,SDEY,SDEY,2,FIRST,Commercial,Dip
451,SLEN,SLENG,7,LUX,Commercial,Non-Dip
452,SMCH,SMACH,5,NONCLASS,Commercial,Non-Dip
453,SME,SME,1,SECOND,Commercial,Non-Dip
454,SMKB,SMA KRABEY,4,LUX,NonCommercial,Non-Dip
455,SNAY,SNAY,7,FIRST,NonCommercial,Dip
456,SNOL,SNUOL,7,THIRD,Commercial,Dip
457,SOUY,SOURY,2,LUX,Commercial,Dip
458,SPOR,SOM POR,7,SECOND,NonCommercial,Dip
459,SPPY,SPEOU PREY,7,FIRST,NonCommercial,Dip
460,SPTK,SPEOU TEK,7,THIRD,NonCommercial,Dip
461,SRKM,SRAKOM,2,NONCLASS,Commercial,Dip
462,SVAK,SVAY SVAK,6,THIRD,NonCommercial,Dip
463,SVCT,SVAY CHANTI,6,THIRD,NonCommercial,Dip
464,SVPT,SVAY PONGTRONG,4,UNKN,NonCommercial,Non-Dip
465,TKOV,TKOV,2,FIRST,NonCommercial,Non-Dip
466,TLOK,THLOK,2,LUX,NonCommercial,Non-Dip
467,TOLP,TOUNLORP,2,SECOND,Commercial,Non-Dip
468,TPOG,TOM POUNG,1,THIRD,Commercial,Non-Dip
469,TRAG,TRANG,3,SECOND,Commercial,Dip
470,TREN,TRA MENG,3,THIRD,NonCommercial,Dip
471,TRMN,TRORMOUNG,1,NONCLASS,Commercial,Dip
472,TRSK,TRORMOUNGSEK,4,THIRD,Commercial,Non-Dip
473,WYNG,VOR YONG,4,FIRST,Commercial,Dip
474,ACSA,ACH SAT,3,SECOND,Commercial,Dip
475,ADCH,ACHDERK,3,LUX,Commercial,Dip
476,AKSL,ANGKEA SEL,5,SECOND,Commercial,Dip
477,AMBB,AMBENG BEK,4,LUX,NonCommercial,Non-Dip
478,AMCN,AMBENG CHAN,7,THIRD,NonCommercial,Dip
479,AMPI,AMPIL TOEUK PREY,1,SECOND,Commercial,Dip
480,ANCH,ANGKOCH,1,LUX,Commercial,Dip
481,ANKB,ANGKEA BOS,2,NONCLASS,Commercial,Non-Dip
482,ANRD,ANGRE DEK,5,SECOND,NonCommercial,Non-Dip
483,APEN,APHEAN,7,NONCLASS,Commercial,Dip
484,ATES,ATES,1,UNKN,NonCommercial,Dip
485,ATSR,ANNTUNG SOR,2,UNKN,Commercial,Dip
486,BAKK,BANGKONG KENGKONG,2,UNKN,NonCommercial,Non-Dip
487,BAKP,BAKPAO,2,FIRST,NonCommercial,Non-Dip
488,BBOK,BOR BORK,1,UNKN,Commercial,Non-Dip
489,BOPR,BO PROEUK,4,LUX,Commercial,Dip
490,BRCH,BROR CHOK,5,THIRD,Commercial,Non-Dip
491,BTIL,BATPHTIL,3,FIRST,NonCommercial,Non-Dip
492,CABB,CHAM BAK BARAING,2,LUX,Commercial,Non-Dip
493,CHCK,CHHOENG CHKER,6,FIRST,NonCommercial,Dip
494,CHEK,CHANG ENG SEK,3,UNKN,Commercial,Dip
495,CHHA,CHHAR,2,NONCLASS,Commercial,Dip
496,CHHU,CHHOM POU PREY,3,LUX,NonCommercial,Dip
497,CHKG,CHEUNG KRORVAING,5,SECOND,Commercial,Non-Dip
498,CHKP,CHUNGKONG PHON,3,NONCLASS,Commercial,Non-Dip
499,CHKU,CHEUNG KRAPEU,2,NONCLASS,NonCommercial,Dip
500,CHLS,CHORNLOS,7,SECOND,NonCommercial,Non-Dip
501,CHNA,CHANG NANG,4,NONCLASS,NonCommercial,Non-Dip
502,CHNO,CHNOK,6,UNKN,NonCommercial,Non-Dip
503,CHOV,CHOV,4,LUX,NonCommercial,Non-Dip
504,CHPS,CHHOETEAL PREUS,5,THIRD,Commercial,Dip
505,CHTU,CHNOK TROU,2,THIRD,NonCommercial,Non-Dip
506,CTES,CHORNTESPLOUK,4,FIRST,NonCommercial,Dip
507,DAKD,DANG KEAP KDAM,4,SECOND,NonCommercial,Dip
508,DGPR,DANGKEABPROEUS,1,SECOND,NonCommercial,Non-Dip
509,DKPO,DOKPO,3,LUX,Commercial,Dip
510,DNKY,DOUNKAY,5,UNKN,Commercial,Non-Dip
511,DRDV,DORNG DAV,6,SECOND,NonCommercial,Dip
512,DYSP,DEY SAMPOCH,6,FIRST,Commercial,Non-Dip
513,EPSH,EYSEIPHSAM SRACH,2,LUX,Commercial,Dip
514,KACL,KACHEAL,3,UNKN,Commercial,Non-Dip
515,KAKU,KAKHUCH,6,THIRD,Commercial,Dip
516,KANA,KANA,5,FIRST,NonCommercial,Dip
517,KANE,KANER,2,UNKN,NonCommercial,Dip
518,KANT,KANTOUT PREY,7,UNKN,Commercial,Non-Dip
519,KATG,KATOUNG,6,THIRD,Commercial,Non-Dip
520,KAYK,KA YOUK,2,THIRD,NonCommercial,Dip
521,KBAL KRORLORNG,KBAL KRORLORNG,5,NONCLASS,NonCommercial,Dip
522,KBDA,KANCHOEU BEY DACH,7,FIRST,Commercial,Dip
523,KBDK,KBAL DERK,1,NONCLASS,NonCommercial,Non-Dip
524,KBKK,KROBAO KHEK,2,SECOND,NonCommercial,Dip
525,KCHP,KA CHIEP,3,NONCLASS,Commercial,Dip
526,KDCE,KANDAB CHANG ET,3,SECOND,NonCommercial,Dip
527,KDCK,KDOR COMBROK,6,SECOND,Commercial,Non-Dip
528,KHMA,KHANNMA,4,UNKN,NonCommercial,Non-Dip
529,KHNH,KHNHE,4,UNKN,Commercial,Non-Dip
530,KHOS,KHOS,2,NONCLASS,Commercial,Dip
531,KHTN,KHTING,3,FIRST,Commercial,Dip
532,KHVG,KHVENG,2,LUX,NonCommercial,Dip
533,KKAL,KALKAL,1,THIRD,NonCommercial,Non-Dip
534,KKKK,KALAP,1,NONCLASS,NonCommercial,Dip
535,KKLG,KBAL KRORLORNG,7,UNKN,Commercial,Non-Dip
536,KLIG,KLING,7,LUX,Commercial,Non-Dip
537,KLNG,KLOUNG,6,SECOND,NonCommercial,Non-Dip
538,KLPO,KLENG POR,5,NONCLASS,Commercial,Dip
539,KMPT,KOM PERT,4,UNKN,Commercial,Non-Dip
540,KNAL,KNALL,5,SECOND,NonCommercial,Non-Dip
541,KNAY,KNAY MORN,1,FIRST,Commercial,Dip
542,KODK,KORNDORK,4,NONCLASS,Commercial,Dip
543,KOKH,KON KHMOM,3,LUX,NonCommercial,Non-Dip
544,KOMT,KOKTMAT,6,SECOND,Commercial,Dip
545,KOMY,KO MOUY,7,NONCLASS,Commercial,Non-Dip
546,KORK,KORK,2,NONCLASS,Commercial,Non-Dip
547,KOTT,KORTHET,6,SECOND,Commercial,Non-Dip
548,KRAK,KRORCHORK ANDERK,3,SECOND,Commercial,Dip
549,KREG,KROENG,6,NONCLASS,NonCommercial,Dip
550,KREM,KROR EM,6,NONCLASS,Commercial,Non-Dip
551,KRMN,KROR MOURN,4,SECOND,Commercial,Non-Dip
552,KROH,KROCH PREY,5,LUX,Commercial,Non-Dip
553,KRSR,KRORNG SOEUR,1,NONCLASS,Commercial,Non-Dip
554,KRUS,KHOES REOUS,6,FIRST,Commercial,Dip
555,KRVN,KRORVANN,3,THIRD,Commercial,Dip
556,KTIT,KTITH,5,NONCLASS,NonCommercial,Dip
557,LORT,LORT,6,FIRST,NonCommercial,Dip
558,LORV,LOR VEA,4,LUX,Commercial,Dip
559,LOVG,LORVING,1,NONCLASS,Commercial,Dip
560,LRLT,LORLOT,3,THIRD,NonCommercial,Dip
561,MADN,MADEHN,6,SECOND,Commercial,Non-Dip
562,MDAS,MADEHN MEAS,1,UNKN,Commercial,Non-Dip
563,MMAG,MOR MANG,5,SECOND,Commercial,Dip
564,MTYK,MLOUTRAYOUK,3,SECOND,NonCommercial,Dip
565,NGOK,NGOK,4,THIRD,NonCommercial,Non-Dip
566,NHAM,NHAM,5,THIRD,NonCommercial,Dip
567,NIV,NIV,3,FIRST,Commercial,Non-Dip
568,ONLK,ONLOK PHOR EM,1,THIRD,NonCommercial,Non-Dip
569,PAGA,PA NGAB,6,LUX,NonCommercial,Dip
570,PAGS,PA NGES,3,LUX,Commercial,Non-Dip
571,PECH,PECH CHANGVA,5,FIRST,Commercial,Non-Dip
572,PHLG,PHLANG,7,NONCLASS,NonCommercial,Non-Dip
573,PHMA,PHNERK CHMA,4,UNKN,Commercial,Non-Dip
574,PHNO,PHNOM PHNERNG,2,THIRD,Commercial,Non-Dip
575,PHOR,PHOR,1,SECOND,NonCommercial,Non-Dip
576,PLNG,PLOV NEANG,6,NONCLASS,NonCommercial,Dip
577,PLOG,PLUOUNG,4,LUX,NonCommercial,Non-Dip
578,PLOK,PLONG KEOV,7,THIRD,NonCommercial,Dip
579,PLOR,PLOR,2,FIRST,Commercial,Non-Dip
580,PLPH,PLOV SOMPOUCH,5,FIRST,NonCommercial,Dip
581,PMVG,PROMOY VIENG,2,SECOND,NonCommercial,Non-Dip
582,PNKP,PHNEK PREAP,7,NONCLASS,NonCommercial,Dip
583,PNOM,PON ORMBORK,5,SECOND,Commercial,Non-Dip
584,POCH,POUCH,1,FIRST,Commercial,Dip
585,POPL,PO PLEAR,4,LUX,Commercial,Dip
586,POUN,POUN,4,FIRST,Commercial,Non-Dip
587,PPPR,POPLEA PRUES,3,UNKN,Commercial,Dip
588,PPVK,POPOULVAK,6,NONCLASS,Commercial,Non-Dip
589,PREL,PREAL,4,THIRD,NonCommercial,Non-Dip
590,PROM,PROMAT KHLAKMOM,1,THIRD,Commercial,Non-Dip
591,PROM,PROUM,3,THIRD,Commercial,Dip
592,RANG,RAING,6,FIRST,NonCommercial,Non-Dip
593,ROCG,ROM CHORNG,6,UNKN,Commercial,Dip
594,RODL,ROMDOUL,6,LUX,NonCommercial,Dip
595,ROML,ROMLEANG,1,LUX,Commercial,Non-Dip
596,ROTY,ROMENGTHA NGE0Y,3,FIRST,Commercial,Dip
597,ROVN,ROVIENG,1,FIRST,NonCommercial,Dip
598,RPCK,ROMPEAT CHROUK,2,NONCLASS,NonCommercial,Non-Dip
599,SADA,SANDA,2,UNKN,Commercial,Non-Dip
600,SAHA,SANG HA,4,UNKN,NonCommercial,Non-Dip
601,SAND,SANDAN,3,UNKN,NonCommercial,Dip
602,SANK,SANG KE,2,FIRST,Commercial,Non-Dip
603,SAVP,SANGVA PICH,5,THIRD,NonCommercial,Dip
604,SBTS,SAMBOUR TES,3,THIRD,Commercial,Non-Dip
605,SEMN,SEMORN\ ROL,1,FIRST,NonCommercial,Dip
606,SKPL,SLAKRORPOUL,4,THIRD,NonCommercial,Dip
607,SLCH,SLA KCHEY,5,UNKN,Commercial,Non-Dip
608,SLET,SLOEK LO ET,5,LUX,Commercial,Non-Dip
609,SLNG,SOM LEANG,6,THIRD,NonCommercial,Dip
610,SOPI,SOPHY,1,FIRST,Commercial,Non-Dip
611,SREG,CHHKER SRERNG,6,SECOND,Commercial,Non-Dip
612,SRMO,SRORMOR,3,FIRST,Commercial,Non-Dip
613,TAPL,TAPIL,2,THIRD,Commercial,Non-Dip
614,TBOT,TABORT,1,SECOND,Commercial,Non-Dip
615,TENG,TENG,4,NONCLASS,Commercial,Non-Dip
616,THME,THMEAS,6,UNKN,NonCommercial,Dip
617,THNO,THNOT PRENG,6,LUX,NonCommercial,Dip
618,THTR,THMENH TREY,6,SECOND,NonCommercial,Dip
619,TMAK,TLERM ANNDERK,4,FIRST,NonCommercial,Non-Dip
620,TNIV,TAONIV,5,LUX,Commercial,Non-Dip
621,TOUK,TOUK,3,FIRST,Commercial,Dip
622,TRBL,TROR ORL,3,NONCLASS,Commercial,Non-Dip
623,TRCU,TRA BEK CHOU,2,UNKN,NonCommercial,Dip
624,TREL,TREAL,4,LUX,NonCommercial,Non-Dip
625,TROG,TRORNG,5,THIRD,NonCommercial,Dip
626,TRSK,TRORSEK / TRAMKANG,2,NONCLASS,NonCommercial,Non-Dip
627,TRYA,TROR YAK,5,UNKN,Commercial,Dip
628,TRYG,TROR YORNG,2,LUX,Commercial,Non-Dip
629,TTPY,TOTIM PREY,2,SECOND,NonCommercial,Dip
630,UNKN,UNKNOWN,7,UNKN,NonCommercial,Dip
631,VEAY,VEAY,5,THIRD,Commercial,Dip
632,VOEG,VOENG,1,NONCLASS,Commercial,Non-Dip
633,YEAM,YEAM,5,SECOND,Commercial,Non-Dip
634,YOUK,YOUK,6,FIRST,NonCommercial,Non-Dip
635,KHLG,KHLONG,3,THIRD,NonCommercial,Non-Dip
636,TRAC,TRACH,1,UNKN,NonCommercial,Non-Dip
637,PHDK,PHDEAK,7,THIRD,NonCommercial,Dip
638,CHBG,CHHOETEAL BANGKOUNEANGO,1,NONCLASS,NonCommercial,Dip
639,CHBR,CHHOETEAL BRENG,1,FIRST,NonCommercial,Non-Dip
640,CHTR,CHHOETEAL CHHNGAR,7,SECOND,NonCommercial,Non-Dip
641,CHMI,CHHOETEAL MOSAU,4,SECOND,NonCommercial,Non-Dip
642,CHRH,CHORCHONG,6,FIRST,Commercial,Non-Dip
643,CRMS,CHRASMAS,3,SECOND,NonCommercial,Non-Dip
644,KKMS,KOKI MOSAU,4,SECOND,NonCommercial,Non-Dip
645,KKPN,KOKI PHNONG\KAMNHAN,5,SECOND,Commercial,Dip
646,LMBI,LUMBOR,5,FIRST,Commercial,Dip
647,PCEK,PHCEK,7,SECOND,Commercial,Dip
648,TBEG,TBENG,2,FIRST,Commercial,Non-Dip
649,KHOV,KCHOV/KAMLENG,1,THIRD,Commercial,Non-Dip
650,KKDK,KOKI DEK,1,UNKN,Commercial,Non-Dip
651,KKKS,KOKI KHASAC,6,SECOND,NonCommercial,Non-Dip
652,KKTM,KOKI THMOR,6,SECOND,NonCommercial,Dip
653,PPEL,POPEL,3,FIRST,Commercial,Non-Dip
654,RINM,RAING PHNOM,5,THIRD,Commercial,Non-Dip
655,TRLT,TRORLAT,3,UNKN,NonCommercial,Dip
656,ANKM,ANGKOT KHMAU,2,LUX,NonCommercial,Non-Dip
657,ATTT,ATITH/NEANG PHOR EK,4,SECOND,NonCommercial,Non-Dip
658,BENG,BENG,1,LUX,NonCommercial,Non-Dip
659,BSNK,BOSNEAK,1,NONCLASS,Commercial,Dip
660,CHBK,CHAM BAK,2,UNKN,NonCommercial,Dip
661,CHKM,CHHOEU KHMAV/NEANG KHMAV,5,NONCLASS,Commercial,Dip
662,CHKO,CHOEUNG KO,7,SECOND,Commercial,Dip
663,CHKR,CHAN KRASNA,5,UNKN,NonCommercial,Dip
664,CHLK,CHHLIK,5,THIRD,Commercial,Dip
665,CHMC,CHHAM CHHA,2,SECOND,NonCommercial,Dip
666,CHTP,CHAN TOUM PEANG,6,SECOND,Commercial,Dip
667,DCSP,DONCHERM,4,FIRST,NonCommercial,Non-Dip
668,DYKL,DEY KHLA,7,UNKN,Commercial,Dip
669,HUDN,HOUN DAN/MOREASPREOUPHNOM,7,FIRST,Commercial,Dip
670,KMPR,KOMPENG REACH,7,SECOND,NonCommercial,Non-Dip
671,KRAY,KRAY,1,THIRD,NonCommercial,Dip
672,KREL,KROEL,6,THIRD,Commercial,Dip
673,KRKO,KRORKORS,3,NONCLASS,NonCommercial,Dip
674,KRPM,KRORNHOUNG,2,LUX,NonCommercial,Non-Dip
675,KRYS,KRAY SAR,5,THIRD,NonCommercial,Non-Dip
676,MASK,MEYSAK,3,FIRST,Commercial,Non-Dip
677,NNON,NEANG NOUN,5,NONCLASS,Commercial,Non-Dip
678,PRDL,PRAM DOMLENG,3,NONCLASS,NonCommercial,Dip
679,PRLO,PRO LOUP,1,FIRST,Commercial,Non-Dip
680,PRNG,PRING/KRORB BEK,1,LUX,Commercial,Dip
681,SKRM,SOKROM,1,FIRST,NonCommercial,Non-Dip
682,SMPN,SAM PONG,5,FIRST,Commercial,Dip
683,SRAL,SRAL,4,SECOND,NonCommercial,Non-Dip
684,SRKR,SROL KRAHAM,6,UNKN,Commercial,Dip
685,SRLO,SRORLAO,4,THIRD,NonCommercial,Non-Dip
686,SROL,SROL SAR,3,LUX,Commercial,Dip
687,SWPR,SVAY PREY,3,UNKN,Commercial,Dip
688,SYCR,SVAY CHAM REANG,5,NONCLASS,NonCommercial,Non-Dip
689,TAUR,TAOUR,6,NONCLASS,Commercial,Non-Dip
690,TEPI,TEP PHIROU,3,SECOND,Commercial,Non-Dip
691,THNR,THNONG KROHORM,6,FIRST,NonCommercial,Dip
692,THNS,THNONG SOR,6,LUX,NonCommercial,Non-Dip
693,TRTM,TRORP TOM,4,UNKN,Commercial,Dip
694,TRYG,TROR YING,1,NONCLASS,NonCommercial,Non-Dip
695,TTRV,TATRAV,7,SECOND,NonCommercial,Dip
696,ANKN,ANGKANH,7,FIRST,NonCommercial,Dip
697,ANKT,ANGKAT TMAAT,7,LUX,NonCommercial,Dip
698,ANOM,ANGKRANG PHNOM,5,SECOND,Commercial,Dip
699,ATNG,ATEANG/ROTEANG,2,THIRD,NonCommercial,Dip
700,BADM,BAK DERM,3,LUX,Commercial,Non-Dip
701,BAKG,BANGKANG,2,NONCLASS,NonCommercial,Dip
702,BDNG,BAKDORNG,5,THIRD,NonCommercial,Non-Dip
703,BELY,BELOY,7,SECOND,NonCommercial,Non-Dip
704,BKSV,BANGKEOU SVA,6,SECOND,NonCommercial,Dip
705,BNKO,BAG KHEOU,5,NONCLASS,Commercial,Non-Dip
706,BYPV,BAY POU VAING,6,UNKN,Commercial,Dip
707,CASA,KHCHOENG,3,UNKN,Commercial,Non-Dip
708,CCHB,CHOEUNG CHAB,1,SECOND,NonCommercial,Dip
709,CHMK,CHAMRIEK,7,FIRST,Commercial,Dip
710,CHNY,CHORNY,3,SECOND,Commercial,Dip
711,CHPL,CHHOE PHLOEUNG,2,NONCLASS,Commercial,Non-Dip
712,CHRK,CHRAKENG,6,THIRD,Commercial,Non-Dip
713,CHRM,CHANG KONG ROMEANG,3,THIRD,Commercial,Non-Dip
714,CHRS,CHREIS,2,UNKN,NonCommercial,Dip
715,CHUT,CHORNG UOR THMAT,5,THIRD,Commercial,Non-Dip
716,CKTM,CHEK TUM,1,THIRD,NonCommercial,Non-Dip
717,CREY,CHREY,5,NONCLASS,Commercial,Non-Dip
718,DKOR,DONGKOR,3,NONCLASS,NonCommercial,Dip
719,DOKM,DOK MEY,2,FIRST,Commercial,Non-Dip
720,HISN,HAISANH/NGAYSANG/CHANSAR,1,UNKN,Commercial,Dip
721,KAOM,KANGSENGPHNOM,2,SECOND,NonCommercial,Dip
722,KCAS,KCHAS,7,THIRD,Commercial,Dip
723,KDAG,KANN DEANG,5,UNKN,Commercial,Dip
724,KDCH,KDURCH,1,NONCLASS,NonCommercial,Non-Dip
725,KDOL,KDOL,5,LUX,Commercial,Dip
726,KES,KES,1,NONCLASS,NonCommercial,Non-Dip
727,KKCM,KONG KANGCHHMOL,2,THIRD,Commercial,Dip
728,KKGN,KONG KANGNHY,6,SECOND,Commercial,Non-Dip
729,KKOM,KONG KANGPHNOM,3,UNKN,NonCommercial,Non-Dip
730,KNDL,KANNDOL,4,THIRD,Commercial,Non-Dip
731,KNPR,KHNOR PREY,3,SECOND,NonCommercial,Dip
732,KRAG,KRANG,4,FIRST,Commercial,Non-Dip
733,KRAS,KREAS,4,NONCLASS,Commercial,Dip
734,KRBO,KRORBAO,7,LUX,Commercial,Dip
735,KRLA,KRORLANH,4,LUX,NonCommercial,Non-Dip
736,KRON,KRONG,1,FIRST,NonCommercial,Dip
737,KTOM,KHTOM,6,SECOND,NonCommercial,Non-Dip
738,KWAV,KHVAO,4,FIRST,Commercial,Non-Dip
739,LGNG,LO NGIENG,6,THIRD,Commercial,Non-Dip
740,MAKG,MAK BREING,1,SECOND,Commercial,Non-Dip
741,MAKP,MAK PRANG,1,FIRST,Commercial,Dip
742,MAKU,MAK KLOEU,5,NONCLASS,Commercial,Non-Dip
743,MNPR,MEAN PREY,7,SECOND,NonCommercial,Non-Dip
744,NENS,NEANG SAR,2,UNKN,Commercial,Dip
745,PANG,PANG,4,UNKN,Commercial,Non-Dip
746,PHNV,PHNHEAV,4,FIRST,Commercial,Non-Dip
747,PHON,PHAONG,3,FIRST,NonCommercial,Non-Dip
748,PHUT,PROR HOUT,4,NONCLASS,Commercial,Non-Dip
749,PLON,PLONG,3,LUX,NonCommercial,Dip
750,PNAG,PHNEANG,6,FIRST,Commercial,Non-Dip
751,PNGS,PHNGEAS,4,FIRST,NonCommercial,Dip
752,POBY,POPUOL BAY,4,UNKN,Commercial,Dip
753,POCV,PON SVAR,2,NONCLASS,NonCommercial,Non-Dip
754,POKH,POPEA KHE,3,SECOND,Commercial,Non-Dip
755,PONR,PONG RO,4,UNKN,NonCommercial,Dip
756,PPTH,POPULTHMOR,7,LUX,Commercial,Non-Dip
757,PPUL,PHNEL/POPOUL,4,LUX,NonCommercial,Dip
758,PRPN,PREAS PHNOV/SOMBOK KROHOM,7,UNKN,NonCommercial,Non-Dip
759,PRUS,PROUS,7,LUX,NonCommercial,Non-Dip
760,PYPK,PHKAI PROEK,2,FIRST,NonCommercial,Non-Dip
761,RAIT,RAING TOEK,3,SECOND,NonCommercial,Non-Dip
762,ROKA,ROKA,1,SECOND,Commercial,Non-Dip
763,RUNG,ROUNG,5,UNKN,Commercial,Dip
764,SABL,SAMBOUR LOVENG,5,NONCLASS,Commercial,Non-Dip
765,SARG,SAM RONG,3,THIRD,Commercial,Non-Dip
766,SBMS,SAMBOUR MEAS,2,THIRD,Commercial,Non-Dip
767,SDAV,SDAV,5,FIRST,NonCommercial,Dip
768,SDEY,SDEY,6,THIRD,NonCommercial,Dip
769,SLEN,SLENG,3,LUX,Commercial,Non-Dip
770,SMCH,SMACH,6,NONCLASS,NonCommercial,Dip
771,SME,SME,4,NONCLASS,NonCommercial,Dip
772,SMKB,SMA KRABEY,6,FIRST,NonCommercial,Dip
773,SNAY,SNAY,1,THIRD,Commercial,Dip
774,SNOL,SNUOL,4,NONCLASS,NonCommercial,Non-Dip
775,SOUY,SOURY,1,FIRST,Commercial,Dip
776,SPOR,SOM POR,4,THIRD,Commercial,Dip
777,SPPY,SPEOU PREY,2,THIRD,Commercial,Dip
778,SPTK,SPEOU TEK,3,UNKN,Commercial,Dip
779,SRKM,SRAKOM,2,LUX,NonCommercial,Non-Dip
780,SVAK,SVAY SVAK,2,THIRD,Commercial,Dip
