Block_X,Block_Y,Coordinate_X,Coordinate_Y,Tree Number,SPECODE,SPECIES-GROUP,Diameter (cm),Diameter Class,Height (m),Volume (m^3),Status,Production,Cutting Angle,Damage Crown
1,1,3,6,T01016150,CHOV,7,108.66,5,11.53,5.348529808091168e-06,Cut,Cut,275.6,<function calculate_damage_crown at 0x121e67e20>
1,1,1,14,T01016087,CHPS,7,15.04,2,8.11,7.202427596185648e-08,Keep,,280.5,<function calculate_damage_crown at 0x121e67e20>
1,1,74,78,T01018439,CHTU,7,238.79,5,5.96,1.3337885345428678e-05,Cut,Cut,341.4,<function calculate_damage_crown at 0x121e67e20>
1,1,15,91,T01011709,CTES,7,221.51,5,2.64,5.0943948659241115e-06,Cut,Cut,149.0,<function calculate_damage_crown at 0x121e67e20>
1,1,8,36,T01012041,DAKD,7,68.52,5,6.49,1.196694307816137e-06,Cut,Cut,149.2,<function calculate_damage_crown at 0x121e67e20>
1,1,87,60,T01018577,DGPR,7,167.01,5,14.11,1.545296913060805e-05,Cut,Cut,272.9,<function calculate_damage_crown at 0x121e67e20>
1,1,33,88,T01017825,DKPO,7,66.28,5,14.43,2.489994780552921e-06,Cut,Cut,218.1,<function calculate_damage_crown at 0x121e67e20>
1,1,43,7,T01015437,DNKY,7,227.57,5,12.82,2.606757250270107e-05,Cut,Cut,299.4,<function calculate_damage_crown at 0x121e67e20>
1,1,15,22,T01016021,DRDV,7,10.36,1,9.12,3.840755201582927e-08,Keep,,6.2,<function calculate_damage_crown at 0x121e67e20>
1,1,81,71,T01012990,DYSP,7,211.04,5,12.48,2.182337726106864e-05,Cut,Cut,42.2,<function calculate_damage_crown at 0x121e67e20>
1,1,73,50,T01017917,EPSH,7,89.88,5,9.41,2.985487736977379e-06,Cut,Cut,355.0,<function calculate_damage_crown at 0x121e67e20>
1,1,55,13,T01013271,KACL,7,208.15,5,9.79,1.665856422132966e-05,Cut,Cut,7.1,<function calculate_damage_crown at 0x121e67e20>
1,1,15,45,T01018922,KAKU,7,188.34,5,2.93,4.087434260443499e-06,Cut,Cut,164.3,<function calculate_damage_crown at 0x121e67e20>
1,1,36,15,T01017406,KANA,7,37.65,3,11.31,6.298737976148914e-07,Keep,,278.0,<function calculate_damage_crown at 0x121e67e20>
1,1,85,97,T01015144,KANE,7,225.26,5,9.42,1.877126599065413e-05,Cut,Cut,252.0,<function calculate_damage_crown at 0x121e67e20>
1,1,12,42,T01015356,KANT,7,180.05,5,6.12,7.789710997634318e-06,Cut,Cut,200.7,<function calculate_damage_crown at 0x121e67e20>
1,1,92,8,T01016635,KATG,7,69.26,5,11.08,2.088129337208669e-06,Cut,Cut,102.7,<function calculate_damage_crown at 0x121e67e20>
1,1,63,67,T01016874,KAYK,7,119.23,5,7.09,3.9558118613848876e-06,Cut,Cut,286.0,<function calculate_damage_crown at 0x121e67e20>
1,1,71,25,T01011803,KBAL KRORLORNG,7,24.10,2,9.01,2.0546171127073195e-07,Keep,,60.1,<function calculate_damage_crown at 0x121e67e20>
1,1,54,55,T01011536,KBDA,7,62.87,5,14.92,2.315725909970208e-06,Cut,Cut,132.5,<function calculate_damage_crown at 0x121e67e20>
1,1,53,13,T01018941,KBDK,7,98.24,5,3.70,1.4013801655858738e-06,Cut,Cut,327.3,<function calculate_damage_crown at 0x121e67e20>
1,1,38,5,T01011818,KBKK,7,244.27,5,7.97,1.8685293978657957e-05,Cut,Cut,323.4,<function calculate_damage_crown at 0x121e67e20>
1,1,37,76,T01017644,KCHP,7,147.12,5,11.18,9.50017249158523e-06,Cut,Cut,147.9,<function calculate_damage_crown at 0x121e67e20>
1,1,64,41,T01014543,KDCE,7,170.17,5,13.51,1.5360029584514826e-05,Cut,Cut,18.3,<function calculate_damage_crown at 0x121e67e20>
1,1,57,4,T01014897,KDCK,7,136.79,5,13.16,9.670867045583878e-06,Cut,Cut,238.6,<function calculate_damage_crown at 0x121e67e20>
1,1,71,58,T01019266,KHMA,7,5.10,1,5.02,5.118406779033298e-09,Keep,,154.5,<function calculate_damage_crown at 0x121e67e20>
1,1,43,6,T01018879,KHNH,7,164.89,5,9.34,9.972078510544995e-06,Cut,Cut,348.6,<function calculate_damage_crown at 0x121e67e20>
1,1,11,37,T01011259,KHOS,7,94.87,5,4.96,1.7517755948280392e-06,Cut,Cut,247.5,<function calculate_damage_crown at 0x121e67e20>
1,1,80,13,T01013275,KHTN,7,77.80,5,3.77,8.966476839876229e-07,Cut,Cut,38.8,<function calculate_damage_crown at 0x121e67e20>
1,1,17,70,T01015529,KHVG,7,79.34,5,3.84,9.491384481142754e-07,Cut,Cut,31.8,<function calculate_damage_crown at 0x121e67e20>
1,1,15,23,T01016316,KKAL,7,205.88,5,13.40,2.231156291580355e-05,Cut,Cut,250.1,<function calculate_damage_crown at 0x121e67e20>
1,1,75,90,T01013554,KKKK,7,224.09,5,6.80,1.3406727664305694e-05,Cut,Cut,103.9,<function calculate_damage_crown at 0x121e67e20>
1,1,95,46,T01017066,KKLG,7,129.05,5,9.12,5.963708653109971e-06,Cut,Cut,262.2,<function calculate_damage_crown at 0x121e67e20>
1,1,44,26,T01016392,KLIG,7,41.54,3,5.06,3.4281388089922725e-07,Keep,,152.3,<function calculate_damage_crown at 0x121e67e20>
1,1,12,9,T01013629,KLNG,7,55.83,4,6.83,8.365330692637764e-07,Cut,Cut,276.2,<function calculate_damage_crown at 0x121e67e20>
1,1,41,55,T01012457,KLPO,7,241.59,5,7.63,1.748557227847325e-05,Cut,Cut,107.0,<function calculate_damage_crown at 0x121e67e20>
1,1,22,44,T01016096,KMPT,7,246.91,5,7.55,1.8080089928606584e-05,Cut,Cut,42.9,<function calculate_damage_crown at 0x121e67e20>
1,1,97,36,T01017107,KNAL,7,71.73,5,9.37,1.893941561795274e-06,Cut,Cut,167.4,<function calculate_damage_crown at 0x121e67e20>
1,1,74,88,T01014518,KNAY,7,6.66,1,11.52,2.008334953902879e-08,Keep,,98.1,<function calculate_damage_crown at 0x121e67e20>
1,1,6,17,T01014711,KODK,7,171.23,5,9.19,1.0578855719635246e-05,Cut,Cut,14.0,<function calculate_damage_crown at 0x121e67e20>
1,1,33,82,T01011744,KOKH,7,216.73,5,11.57,2.1351823424372042e-05,Cut,Cut,49.2,<function calculate_damage_crown at 0x121e67e20>
1,1,5,13,T01017889,KOMT,7,235.30,5,4.44,9.653386311839108e-06,Cut,Cut,357.3,<function calculate_damage_crown at 0x121e67e20>
1,1,78,82,T01013114,KOMY,7,91.36,5,4.88,1.599833701884885e-06,Cut,Cut,131.1,<function calculate_damage_crown at 0x121e67e20>
1,1,2,74,T01019329,KORK,7,61.83,5,3.69,5.538675566759492e-07,Cut,Cut,323.5,<function calculate_damage_crown at 0x121e67e20>
1,1,99,74,T01016304,KOTT,7,35.30,3,14.56,7.127701353062102e-07,Keep,,44.8,<function calculate_damage_crown at 0x121e67e20>
1,1,85,75,T01017002,KRAK,7,9.16,1,10.48,3.4545995007618623e-08,Keep,,352.2,<function calculate_damage_crown at 0x121e67e20>
1,1,66,53,T01018665,KREG,7,108.27,5,5.99,2.7588433846043156e-06,Cut,Cut,332.3,<function calculate_damage_crown at 0x121e67e20>
1,1,72,54,T01019220,KREM,7,162.47,5,5.08,5.269240842572038e-06,Cut,Cut,16.7,<function calculate_damage_crown at 0x121e67e20>
1,1,62,75,T01016602,KRMN,7,150.01,5,3.73,3.295713716496841e-06,Cut,Cut,132.1,<function calculate_damage_crown at 0x121e67e20>
1,1,60,44,T01015280,KROH,7,35.53,3,11.50,5.698394134998618e-07,Keep,,140.3,<function calculate_damage_crown at 0x121e67e20>
1,1,60,15,T01012810,KRSR,7,148.17,5,4.82,4.1550963454534015e-06,Cut,Cut,247.2,<function calculate_damage_crown at 0x121e67e20>
1,1,56,50,T01015414,KRUS,7,128.99,5,6.15,4.01979479209805e-06,Cut,Cut,154.2,<function calculate_damage_crown at 0x121e67e20>
1,1,63,75,T01016508,KRVN,7,109.85,5,12.21,5.786628471286612e-06,Cut,Cut,98.9,<function calculate_damage_crown at 0x121e67e20>
1,1,14,43,T01011177,KTIT,7,83.50,5,6.67,1.826424730832064e-06,Cut,Cut,343.9,<function calculate_damage_crown at 0x121e67e20>
1,1,19,34,T01012985,LORT,7,215.24,5,8.16,1.4843353649364464e-05,Cut,Cut,256.9,<function calculate_damage_crown at 0x121e67e20>
1,1,44,72,T01019089,LORV,7,185.47,5,14.30,1.932051045324058e-05,Cut,Cut,296.2,<function calculate_damage_crown at 0x121e67e20>
1,1,99,15,T01011875,LOVG,7,108.45,5,13.10,6.050452657017622e-06,Cut,Cut,81.5,<function calculate_damage_crown at 0x121e67e20>
1,1,61,1,T01016790,LRLT,7,45.16,4,12.84,1.0282933457582087e-06,Cut,Cut,111.0,<function calculate_damage_crown at 0x121e67e20>
1,1,20,46,T01019281,MADN,7,14.50,1,2.79,2.3031854827974167e-08,Keep,,281.3,<function calculate_damage_crown at 0x121e67e20>
1,1,41,79,T01011705,MDAS,7,116.99,5,12.71,6.834498453896415e-06,Cut,Cut,280.1,<function calculate_damage_crown at 0x121e67e20>
1,1,17,40,T01012418,MMAG,7,241.31,5,14.83,3.3920035722550766e-05,Cut,Cut,351.9,<function calculate_damage_crown at 0x121e67e20>
1,1,25,14,T01011753,MTYK,7,213.83,5,11.98,2.151338334302222e-05,Cut,Cut,95.4,<function calculate_damage_crown at 0x121e67e20>
1,1,97,63,T01017572,NGOK,7,103.51,5,5.01,2.1070715793197e-06,Cut,Cut,63.7,<function calculate_damage_crown at 0x121e67e20>
1,1,44,89,T01016549,NHAM,7,101.57,5,14.69,5.954035939258964e-06,Cut,Cut,88.9,<function calculate_damage_crown at 0x121e67e20>
1,1,8,61,T01014326,NIV,7,237.57,5,9.42,2.0882920992251953e-05,Cut,Cut,296.2,<function calculate_damage_crown at 0x121e67e20>
1,1,43,13,T01014612,ONLK,7,224.09,5,9.50,1.8738467166298192e-05,Cut,Cut,181.3,<function calculate_damage_crown at 0x121e67e20>
1,1,25,33,T01014553,PAGA,7,140.14,5,6.41,4.941598187468874e-06,Cut,Cut,58.4,<function calculate_damage_crown at 0x121e67e20>
1,1,5,25,T01016269,PAGS,7,153.63,5,7.28,6.750527956193072e-06,Cut,Cut,145.1,<function calculate_damage_crown at 0x121e67e20>
1,1,55,78,T01014732,PECH,7,137.22,5,14.17,1.0481915662118556e-05,Cut,Cut,164.8,<function calculate_damage_crown at 0x121e67e20>
1,1,46,28,T01012054,PHLG,7,194.26,5,4.76,7.0578790978119926e-06,Cut,Cut,58.0,<function calculate_damage_crown at 0x121e67e20>
1,1,37,13,T01017447,PHMA,7,38.05,3,7.54,4.285347104194019e-07,Keep,,175.4,<function calculate_damage_crown at 0x121e67e20>
1,1,92,18,T01011164,PHNO,7,98.24,5,12.71,4.819304758771808e-06,Cut,Cut,78.5,<function calculate_damage_crown at 0x121e67e20>
1,1,6,9,T01011170,PHOR,7,126.19,5,7.81,4.8863524415968525e-06,Cut,Cut,57.0,<function calculate_damage_crown at 0x121e67e20>
1,1,63,42,T01018907,PLNG,7,50.98,4,9.73,9.928580220022843e-07,Cut,Cut,203.5,<function calculate_damage_crown at 0x121e67e20>
1,1,59,63,T01011359,PLOG,7,181.07,5,12.30,1.5843624158666968e-05,Cut,Cut,331.0,<function calculate_damage_crown at 0x121e67e20>
1,1,55,73,T01012579,PLOK,7,173.99,5,7.22,8.582142995852115e-06,Cut,Cut,45.6,<function calculate_damage_crown at 0x121e67e20>
1,1,93,91,T01013200,PLOR,7,242.41,5,4.31,9.940729403891061e-06,Cut,Cut,83.6,<function calculate_damage_crown at 0x121e67e20>
1,1,33,12,T01013111,PLPH,7,54.36,4,11.50,1.33497452021262e-06,Cut,Cut,315.8,<function calculate_damage_crown at 0x121e67e20>
1,1,20,18,T01011832,PMVG,7,245.73,5,6.93,1.6436198834938948e-05,Cut,Cut,101.2,<function calculate_damage_crown at 0x121e67e20>
1,1,85,16,T01019599,PNKP,7,248.90,5,3.46,8.424837796727744e-06,Cut,Cut,86.1,<function calculate_damage_crown at 0x121e67e20>
1,1,86,76,T01018895,PNOM,7,123.30,5,13.77,8.223432201887702e-06,Cut,Cut,174.3,<function calculate_damage_crown at 0x121e67e20>
1,1,37,8,T01017353,POCH,7,190.00,5,11.37,1.6113371437393084e-05,Cut,Cut,217.0,<function calculate_damage_crown at 0x121e67e20>
1,1,84,44,T01012368,POPL,7,103.92,5,9.82,4.165392448826962e-06,Cut,Cut,112.7,<function calculate_damage_crown at 0x121e67e20>
1,1,34,37,T01013863,POUN,7,145.53,5,12.66,1.053480653172399e-05,Cut,Cut,341.3,<function calculate_damage_crown at 0x121e67e20>
1,1,74,55,T01016528,PPPR,7,128.86,5,13.26,8.648444696974129e-06,Cut,Cut,151.9,<function calculate_damage_crown at 0x121e67e20>
1,1,1,2,T01016127,PPVK,7,72.82,5,9.73,2.0257525147158005e-06,Cut,Cut,165.5,<function calculate_damage_crown at 0x121e67e20>
1,1,16,20,T01018301,PREL,7,137.49,5,4.72,3.504294454304314e-06,Cut,Cut,294.4,<function calculate_damage_crown at 0x121e67e20>
1,1,16,16,T01015267,PROM,7,223.46,5,5.88,1.1538738257639708e-05,Cut,Cut,324.5,<function calculate_damage_crown at 0x121e67e20>
1,1,21,47,T01017329,PROM,7,51.86,4,3.50,3.6993744845558847e-07,Cut,Cut,111.0,<function calculate_damage_crown at 0x121e67e20>
1,1,88,21,T01012236,RANG,7,16.46,2,3.70,3.933181707279428e-08,Keep,,128.9,<function calculate_damage_crown at 0x121e67e20>
1,1,25,7,T01011661,ROCG,7,76.91,5,10.24,2.3791754523632373e-06,Cut,Cut,346.8,<function calculate_damage_crown at 0x121e67e20>
1,1,70,9,T01015433,RODL,7,231.43,5,11.43,2.4034338213672188e-05,Cut,Cut,69.4,<function calculate_damage_crown at 0x121e67e20>
1,1,75,22,T01012221,ROML,7,43.44,3,11.93,8.844675080077346e-07,Keep,,261.1,<function calculate_damage_crown at 0x121e67e20>
1,1,57,79,T01014862,ROTY,7,239.30,5,3.06,6.884375875158875e-06,Cut,Cut,189.6,<function calculate_damage_crown at 0x121e67e20>
1,1,76,90,T01011126,ROVN,7,21.19,2,2.83,4.9891947792255506e-08,Keep,,149.0,<function calculate_damage_crown at 0x121e67e20>
1,1,79,33,T01011686,RPCK,7,126.28,5,2.57,1.6094610916441309e-06,Cut,Cut,178.6,<function calculate_damage_crown at 0x121e67e20>
1,1,92,61,T01016165,SADA,7,225.18,5,2.94,5.8483923646896445e-06,Cut,Cut,185.8,<function calculate_damage_crown at 0x121e67e20>
1,1,54,15,T01019162,SAHA,7,223.37,5,10.12,1.9829084305014473e-05,Cut,Cut,320.6,<function calculate_damage_crown at 0x121e67e20>
1,1,32,60,T01018926,SAND,7,68.44,5,3.44,6.327401606121932e-07,Cut,Cut,282.8,<function calculate_damage_crown at 0x121e67e20>
1,1,88,32,T01018565,SANK,7,11.28,1,5.26,2.6293960071611796e-08,Keep,,61.9,<function calculate_damage_crown at 0x121e67e20>
1,1,44,16,T01016895,SAVP,7,143.08,5,4.56,3.6700355734404192e-06,Cut,Cut,358.1,<function calculate_damage_crown at 0x121e67e20>
1,1,16,33,T01014323,SBTS,7,22.80,2,6.68,1.3642013411024156e-07,Keep,,249.0,<function calculate_damage_crown at 0x121e67e20>
1,1,4,86,T01016370,SEMN,7,121.21,5,12.27,7.07873368130484e-06,Cut,Cut,117.5,<function calculate_damage_crown at 0x121e67e20>
1,1,31,15,T01011698,SKPL,7,162.33,5,3.18,3.2957160948499677e-06,Cut,Cut,349.1,<function calculate_damage_crown at 0x121e67e20>
1,1,68,87,T01018264,SLCH,7,191.90,5,4.82,6.976584213466529e-06,Cut,Cut,153.6,<function calculate_damage_crown at 0x121e67e20>
1,1,68,20,T01011299,SLET,7,12.72,1,5.77,3.665701591380597e-08,Keep,,151.6,<function calculate_damage_crown at 0x121e67e20>
1,1,26,92,T01015529,SLNG,7,131.46,5,8.64,5.86620668124977e-06,Cut,Cut,225.8,<function calculate_damage_crown at 0x121e67e20>
1,1,51,75,T01012466,SOPI,7,51.72,4,9.22,9.68714003174217e-07,Cut,Cut,38.0,<function calculate_damage_crown at 0x121e67e20>
1,1,87,62,T01017974,SREG,7,207.22,5,5.21,8.782058557953315e-06,Cut,Cut,217.0,<function calculate_damage_crown at 0x121e67e20>
1,1,69,83,T01015384,SRMO,7,31.90,3,10.90,4.3577719203828963e-07,Keep,,204.6,<function calculate_damage_crown at 0x121e67e20>
1,1,10,9,T01017994,TAPL,7,151.45,5,5.44,4.8986595508577575e-06,Cut,Cut,120.4,<function calculate_damage_crown at 0x121e67e20>
1,1,92,80,T01013075,TBOT,7,75.24,5,14.54,3.233038660361575e-06,Cut,Cut,92.1,<function calculate_damage_crown at 0x121e67e20>
1,1,5,64,T01012296,TENG,7,8.00,1,9.58,2.4052584308956343e-08,Keep,,144.1,<function calculate_damage_crown at 0x121e67e20>
1,1,98,46,T01016120,THME,7,85.04,5,5.01,1.4242655392211282e-06,Cut,Cut,69.8,<function calculate_damage_crown at 0x121e67e20>
1,1,26,44,T01017317,THNO,7,29.80,2,4.99,1.7393311304403588e-07,Keep,,108.7,<function calculate_damage_crown at 0x121e67e20>
1,1,77,86,T01012186,THTR,7,41.03,3,14.41,9.52624130643646e-07,Keep,,189.7,<function calculate_damage_crown at 0x121e67e20>
1,1,86,88,T01011648,TMAK,7,81.90,5,2.79,7.35701577383465e-07,Cut,Cut,107.2,<function calculate_damage_crown at 0x121e67e20>
1,1,57,78,T01014523,TNIV,7,212.96,5,13.02,2.3199610164296868e-05,Cut,Cut,61.9,<function calculate_damage_crown at 0x121e67e20>
1,1,62,19,T01013505,TOUK,7,118.35,5,13.22,7.272145638087794e-06,Cut,Cut,51.3,<function calculate_damage_crown at 0x121e67e20>
1,1,76,35,T01013789,TRBL,7,230.63,5,2.86,5.983773957833683e-06,Cut,Cut,15.8,<function calculate_damage_crown at 0x121e67e20>
1,1,61,11,T01012910,TRCU,7,30.21,3,14.71,5.27095160269515e-07,Keep,,21.8,<function calculate_damage_crown at 0x121e67e20>
1,1,68,21,T01016326,TREL,7,111.30,5,10.37,5.044789124811035e-06,Cut,Cut,281.6,<function calculate_damage_crown at 0x121e67e20>
1,1,14,37,T01019025,TROG,7,163.44,5,10.56,1.108127160973642e-05,Cut,Cut,232.9,<function calculate_damage_crown at 0x121e67e20>
1,1,7,53,T01019344,TRSK,7,196.61,5,8.79,1.334789732347809e-05,Cut,Cut,96.2,<function calculate_damage_crown at 0x121e67e20>
1,1,64,37,T01012245,TRYA,7,134.89,5,11.65,8.322787567062216e-06,Cut,Cut,29.4,<function calculate_damage_crown at 0x121e67e20>
1,1,31,8,T01017423,TRYG,7,144.07,5,7.52,6.128587231536898e-06,Cut,Cut,118.3,<function calculate_damage_crown at 0x121e67e20>
1,1,82,49,T01012158,TTPY,7,135.91,5,13.69,9.93129855027974e-06,Cut,Cut,267.0,<function calculate_damage_crown at 0x121e67e20>
1,1,13,11,T01013117,UNKN,7,110.82,5,12.90,6.224638645156405e-06,Cut,Cut,231.6,<function calculate_damage_crown at 0x121e67e20>
1,1,22,56,T01013056,VEAY,7,82.75,5,5.51,1.4819728953170207e-06,Cut,Cut,33.5,<function calculate_damage_crown at 0x121e67e20>
1,1,59,20,T01015121,VOEG,7,200.10,5,2.72,4.275454977827124e-06,Cut,Cut,10.0,<function calculate_damage_crown at 0x121e67e20>
1,1,48,82,T01014846,YEAM,7,74.50,5,14.46,3.1510375704459524e-06,Cut,Cut,277.2,<function calculate_damage_crown at 0x121e67e20>
1,1,75,58,T01016576,YOUK,7,218.65,5,7.82,1.4678696767362868e-05,Cut,Cut,248.1,<function calculate_damage_crown at 0x121e67e20>
1,1,76,69,T01016975,KHLG,2,232.85,5,7.70,1.6386809258393796e-05,Cut,Cut,174.4,<function calculate_damage_crown at 0x121e67e20>
1,1,22,23,T01018553,TRAC,2,130.99,5,8.85,5.961888873930308e-06,Cut,Cut,46.0,<function calculate_damage_crown at 0x121e67e20>
1,1,80,38,T01014903,PHDK,7,115.02,5,14.79,7.685561942251556e-06,Cut,Cut,214.1,<function calculate_damage_crown at 0x121e67e20>
1,1,20,1,T01011563,CHBG,7,137.16,5,11.95,8.828083509343726e-06,Cut,Cut,304.9,<function calculate_damage_crown at 0x121e67e20>
1,1,76,87,T01019573,CHBR,7,71.58,5,7.23,1.4545601206525669e-06,Cut,Cut,9.4,<function calculate_damage_crown at 0x121e67e20>
1,1,75,36,T01012969,CHTR,7,236.84,5,6.01,1.324371863534916e-05,Cut,Cut,116.7,<function calculate_damage_crown at 0x121e67e20>
1,1,43,15,T01019231,CHMI,7,176.93,5,9.27,1.1395104059054075e-05,Cut,Cut,78.1,<function calculate_damage_crown at 0x121e67e20>
1,1,27,41,T01013374,CHRH,7,85.70,5,13.38,3.858405514757502e-06,Cut,Cut,244.7,<function calculate_damage_crown at 0x121e67e20>
1,1,0,75,T01017846,CRMS,7,249.64,5,5.61,1.3730951861567044e-05,Cut,Cut,108.7,<function calculate_damage_crown at 0x121e67e20>
1,1,73,90,T01014517,KKMS,7,88.77,5,12.23,3.7857320976909814e-06,Cut,Cut,248.5,<function calculate_damage_crown at 0x121e67e20>
1,1,94,11,T01017137,KKPN,7,54.96,4,11.67,1.3846211585977274e-06,Cut,Cut,309.0,<function calculate_damage_crown at 0x121e67e20>
1,1,79,77,T01013935,LMBI,7,41.45,3,3.22,2.1724214636576694e-07,Keep,,215.0,<function calculate_damage_crown at 0x121e67e20>
1,1,77,19,T01019482,PCEK,7,127.05,5,12.19,7.728955492275295e-06,Cut,Cut,315.5,<function calculate_damage_crown at 0x121e67e20>
1,1,36,3,T01013619,TBEG,7,19.39,2,10.78,1.5911640679966956e-07,Keep,,142.4,<function calculate_damage_crown at 0x121e67e20>
1,1,99,16,T01013739,KHOV,7,5.81,1,4.97,6.599882569972044e-09,Keep,,184.2,<function calculate_damage_crown at 0x121e67e20>
1,1,68,88,T01011025,KKDK,7,121.06,5,8.49,4.88866366460353e-06,Cut,Cut,242.6,<function calculate_damage_crown at 0x121e67e20>
1,1,19,84,T01015725,KKKS,7,125.79,5,6.08,3.776555265654819e-06,Cut,Cut,2.2,<function calculate_damage_crown at 0x121e67e20>
1,1,50,12,T01015757,KKTM,7,150.83,5,8.83,7.89200225906136e-06,Cut,Cut,328.9,<function calculate_damage_crown at 0x121e67e20>
1,1,33,0,T01016448,PPEL,7,46.06,4,4.28,3.5663178858190514e-07,Cut,Cut,25.9,<function calculate_damage_crown at 0x121e67e20>
1,1,32,16,T01016578,RINM,7,157.42,5,11.37,1.1069818117402906e-05,Cut,Cut,5.7,<function calculate_damage_crown at 0x121e67e20>
1,1,68,35,T01011967,TRLT,7,123.87,5,4.51,2.719242889978642e-06,Cut,Cut,21.4,<function calculate_damage_crown at 0x121e67e20>
1,1,19,57,T01019462,ANKM,7,25.18,2,2.92,7.27968076246005e-08,Keep,,152.3,<function calculate_damage_crown at 0x121e67e20>
1,1,11,22,T01011774,ATTT,7,136.10,5,4.00,2.907914542498304e-06,Cut,Cut,70.3,<function calculate_damage_crown at 0x121e67e20>
1,1,71,10,T01019339,BENG,7,211.17,5,12.99,2.2753044660963815e-05,Cut,Cut,265.3,<function calculate_damage_crown at 0x121e67e20>
1,1,62,0,T01011699,BSNK,7,157.02,5,14.20,1.374996877379684e-05,Cut,Cut,192.5,<function calculate_damage_crown at 0x121e67e20>
1,1,76,49,T01017276,CHBK,7,58.06,4,12.38,1.6395321052943876e-06,Cut,Cut,252.9,<function calculate_damage_crown at 0x121e67e20>
1,1,99,69,T01016336,CHKM,7,217.39,5,12.22,2.2673912440589804e-05,Cut,Cut,354.6,<function calculate_damage_crown at 0x121e67e20>
1,1,61,51,T01011244,CHKO,7,212.21,5,10.84,1.9179711890715052e-05,Cut,Cut,13.0,<function calculate_damage_crown at 0x121e67e20>
1,1,85,6,T01018603,CHKR,7,16.05,2,3.05,3.0823711790997717e-08,Keep,,232.0,<function calculate_damage_crown at 0x121e67e20>
1,1,72,61,T01016299,CHLK,7,130.08,5,4.41,2.928044940392581e-06,Cut,Cut,217.8,<function calculate_damage_crown at 0x121e67e20>
1,1,98,64,T01013935,CHMC,7,217.34,5,5.12,9.497799607167612e-06,Cut,Cut,268.8,<function calculate_damage_crown at 0x121e67e20>
1,1,68,83,T01016510,CHTP,7,45.06,4,7.73,6.16500097727693e-07,Cut,Cut,292.9,<function calculate_damage_crown at 0x121e67e20>
1,1,29,40,T01012029,DCSP,7,54.23,4,2.64,3.050686133591354e-07,Cut,Cut,176.1,<function calculate_damage_crown at 0x121e67e20>
1,1,37,14,T01012228,DYKL,7,148.76,5,9.69,8.425668351488006e-06,Cut,Cut,201.8,<function calculate_damage_crown at 0x121e67e20>
1,1,82,37,T01014080,HUDN,7,127.96,5,4.94,3.1755187139078096e-06,Cut,Cut,254.5,<function calculate_damage_crown at 0x121e67e20>
1,1,77,31,T01015430,KMPR,7,85.41,5,9.58,2.74522193317547e-06,Cut,Cut,263.9,<function calculate_damage_crown at 0x121e67e20>
1,1,57,32,T01012880,KRAY,7,31.27,3,9.22,3.5389890747377286e-07,Keep,,167.8,<function calculate_damage_crown at 0x121e67e20>
1,1,52,73,T01018192,KREL,7,127.90,5,7.97,5.1198035507130764e-06,Cut,Cut,245.6,<function calculate_damage_crown at 0x121e67e20>
1,1,84,60,T01013725,KRKO,7,183.44,5,9.92,1.3105099719880993e-05,Cut,Cut,193.6,<function calculate_damage_crown at 0x121e67e20>
1,1,59,35,T01013972,KRPM,7,213.94,5,12.28,2.208130078039474e-05,Cut,Cut,175.8,<function calculate_damage_crown at 0x121e67e20>
1,1,91,26,T01012563,KRYS,7,132.48,5,3.65,2.5138348862194223e-06,Cut,Cut,224.3,<function calculate_damage_crown at 0x121e67e20>
